qid,question_text,mrr,precision_at_5,recall_at_5,ndcg,composite_score,1_scientific_consensus,2_inappropriate_content,3_missing_content,4_extent_harm,5_likelihood_harm,6_bias,7_empathy,8_grammaticality
0000173-5,What to do for Solitary Kidney ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000172-1,What is (are) Simple Kidney Cysts ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000172-3,What causes Simple Kidney Cysts ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000172-4,What are the symptoms of Simple Kidney Cysts ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000172-5,How to diagnose Simple Kidney Cysts ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000172-6,What are the treatments for Simple Kidney Cysts ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000172-7,What to do for Simple Kidney Cysts ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000204-1,What is (are) Kidney Stones in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000204-4,What causes Kidney Stones in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000204-5,What are the symptoms of Kidney Stones in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000204-7,How to diagnose Kidney Stones in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000204-8,What are the treatments for Kidney Stones in Children ?,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000204-9,How to prevent Kidney Stones in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,-1.0,1.0,1.0
0000204-10,What to do for Kidney Stones in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000210-1,What is (are) Urinary Incontinence in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000210-3,How many people are affected by Urinary Incontinence in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000210-4,What causes Urinary Incontinence in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000210-6,What are the treatments for Urinary Incontinence in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000210-7,What to do for Urinary Incontinence in Children ?,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000206-1,What is (are) Perineal Injury in Males ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000206-3,What are the complications of Perineal Injury in Males ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000206-6,Who is at risk for Perineal Injury in Males? ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000206-8,What are the treatments for Perineal Injury in Males ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000206-9,How to prevent Perineal Injury in Males ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000206-10,What to do for Perineal Injury in Males ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000004-1,What is (are) Graves' Disease ?,1.0,1.0,1.0,2.9484591188793923,7.857142857142857,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
0000004-2,What are the symptoms of Graves' Disease ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000004-5,How to diagnose Graves' Disease ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000004-8,What to do for Graves' Disease ?,1.0,1.0,1.0,2.9484591188793923,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000010-1,What is (are) Multiple Endocrine Neoplasia Type 1 ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000010-8,What to do for Multiple Endocrine Neoplasia Type 1 ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000170-1,What is (are) Renal Artery Stenosis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000170-3,What causes Renal Artery Stenosis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0000170-4,Who is at risk for Renal Artery Stenosis? ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000170-5,What are the symptoms of Renal Artery Stenosis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000170-6,What are the complications of Renal Artery Stenosis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000170-9,What to do for Renal Artery Stenosis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000164-3,What is (are) Nutrition for Early Chronic Kidney Disease in Adults ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000164-4,Who is at risk for Nutrition for Early Chronic Kidney Disease in Adults? ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000164-9,What to do for Nutrition for Early Chronic Kidney Disease in Adults ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000158-13,What to do for Kidney Failure: What to Expect ?,0.0,0.0,0.0,0.0,7.857142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000159-1,What is (are) Lupus Nephritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000159-3,What are the symptoms of Lupus Nephritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000159-4,How to diagnose Lupus Nephritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000159-5,What are the treatments for Lupus Nephritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000159-6,What are the complications of Lupus Nephritis ?,0.0,0.0,0.0,0.0,7.857142857142857,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
0000159-7,What to do for Lupus Nephritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000165-2,What is (are) Overview of Kidney Disease in Children ?,1.0,0.2,1.0,1.0,5.7142857142857135,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,1.0
0000165-4,How to diagnose Overview of Kidney Disease in Children ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000165-6,What to do for Overview of Kidney Disease in Children ?,1.0,0.2,1.0,1.0,2.142857142857143,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000171-1,What is (are) Renal Tubular Acidosis ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000171-3,How to diagnose Renal Tubular Acidosis ?,0.0,0.0,0.0,0.0,7.142857142857143,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000171-7,What to do for Renal Tubular Acidosis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000011-1,What are the treatments for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000011-5,What are the symptoms of National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000011-6,Who is at risk for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report)? ?,1.0,0.2,1.0,1.0,7.142857142857143,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0
0000011-8,What causes National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000011-12,How to diagnose National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000011-13,what research (or clinical trials) is being done for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000011-16,What is (are) National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000005-1,What is (are) Hashimoto's Disease ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000005-3,What are the symptoms of Hashimoto's Disease ?,1.0,0.6,1.0,2.1309297535714578,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000005-5,How to diagnose Hashimoto's Disease ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000005-6,What are the treatments for Hashimoto's Disease ?,1.0,0.8,1.0,2.5177825608059994,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000005-8,What to do for Hashimoto's Disease ?,1.0,0.8,1.0,2.4484591188793923,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000213-1,What is (are) Urinary Retention ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000213-4,How many people are affected by Urinary Retention ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000213-5,What are the symptoms of Urinary Retention ?,0.0,0.0,0.0,0.0,2.142857142857143,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000213-10,How to prevent Urinary Retention ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000213-11,What to do for Urinary Retention ?,0.0,0.0,0.0,0.0,2.8571428571428568,0.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000207-1,What is (are) Peyronie's Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0000207-3,What causes Peyronie's Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000207-4,How many people are affected by Peyronie's Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000207-6,What are the symptoms of Peyronie's Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000207-7,What are the complications of Peyronie's Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000207-8,How to diagnose Peyronie's Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000207-10,How to prevent Peyronie's Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000207-11,What to do for Peyronie's Disease ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000089-1,What is (are) Chronic Diarrhea in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000089-3,What are the symptoms of Chronic Diarrhea in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000089-6,What are the treatments for Chronic Diarrhea in Children ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000089-7,What to do for Chronic Diarrhea in Children ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000116-1,What is (are) Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1.0,0.6,1.0,1.9306765580733931,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000116-5,What are the symptoms of Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1.0,0.6,1.0,2.0177825608059994,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000116-7,What are the treatments for Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1.0,0.6,1.0,2.0616063116448506,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000116-8,What to do for Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1.0,0.6,1.0,2.0616063116448506,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000116-9,How to prevent Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1.0,0.6,1.0,2.0616063116448506,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000116-10,Who is at risk for Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis? ?,1.0,0.6,1.0,2.1309297535714578,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000102-1,What is (are) Gas in the Digestive Tract ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000102-2,What causes Gas in the Digestive Tract ?,0.5,0.2,1.0,0.6309297535714575,7.142857142857143,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000102-4,What are the symptoms of Gas in the Digestive Tract ?,0.2,0.2,1.0,0.38685280723454163,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000102-6,What are the treatments for Gas in the Digestive Tract ?,0.25,0.2,1.0,0.43067655807339306,2.8571428571428568,0.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000102-7,What to do for Gas in the Digestive Tract ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000103-1,What is (are) Gastritis ?,0.0,0.0,0.0,0.0,7.857142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000103-2,What causes Gastritis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000103-3,What are the symptoms of Gastritis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000103-5,What are the complications of Gastritis ?,0.0,0.0,0.0,0.0,7.857142857142857,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0
0000103-7,What are the treatments for Gastritis ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000103-8,How to prevent Gastritis ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000103-9,What to do for Gastritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000088-1,What is (are) Celiac Disease ?,1.0,0.4,1.0,1.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000088-2,What causes Celiac Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000088-3,How many people are affected by Celiac Disease ?,0.5,0.4,1.0,1.1309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000088-4,What are the symptoms of Celiac Disease ?,0.5,0.2,1.0,0.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000049-2,What is (are) Monogenic Forms of Diabetes: Neonatal Diabetes Mellitus and Maturity-onset Diabetes of the Young ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000049-5,What to do for Monogenic Forms of Diabetes: Neonatal Diabetes Mellitus and Maturity-onset Diabetes of the Young ?,1.0,0.2,1.0,1.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000061-5,Who is at risk for Sexual and Urologic Problems of Diabetes? ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000061-6,How to prevent Sexual and Urologic Problems of Diabetes ?,1.0,0.2,1.0,1.0,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000061-7,What to do for Sexual and Urologic Problems of Diabetes ?,1.0,0.2,1.0,1.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000129-1,What is (are) What I need to know about Gas ?,1.0,0.2,1.0,1.0,7.142857142857143,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000129-2,What causes What I need to know about Gas ?,1.0,0.2,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000129-4,What are the symptoms of What I need to know about Gas ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000129-6,What are the treatments for What I need to know about Gas ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000129-7,What to do for What I need to know about Gas ?,1.0,0.2,1.0,1.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000101-1,What is (are) Gallstones ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000101-3,What causes Gallstones ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0000101-4,Who is at risk for Gallstones? ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000101-5,What are the symptoms of Gallstones ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000101-9,What to do for Gallstones ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000115-1,What is (are) Mntriers Disease ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0000115-2,What causes Mntriers Disease ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000115-3,Who is at risk for Mntriers Disease? ?,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000115-4,What are the symptoms of Mntriers Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000115-5,How to diagnose Mntriers Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000115-6,What are the treatments for Mntriers Disease ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000115-7,What to do for Mntriers Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000114-1,What is (are) Lactose Intolerance ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000114-5,What are the symptoms of Lactose Intolerance ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000114-7,How to diagnose Lactose Intolerance ?,1.0,1.0,1.0,2.9484591188793923,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000114-9,What are the treatments for Lactose Intolerance ?,1.0,1.0,1.0,2.9484591188793923,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000114-10,What to do for Lactose Intolerance ?,1.0,1.0,1.0,2.9484591188793923,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000100-1,What is (are) Foodborne Illnesses ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000100-3,Who is at risk for Foodborne Illnesses? ?,0.3333333333333333,0.2,1.0,0.5,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000100-4,What are the symptoms of Foodborne Illnesses ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000100-7,How to diagnose Foodborne Illnesses ?,0.5,0.2,1.0,0.6309297535714575,1.4285714285714284,0.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000100-8,What are the treatments for Foodborne Illnesses ?,0.5,0.2,1.0,0.6309297535714575,2.142857142857143,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000100-9,What to do for Foodborne Illnesses ?,1.0,0.2,1.0,1.0,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000100-10,How to prevent Foodborne Illnesses ?,1.0,0.2,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000128-1,What is (are) What I need to know about Diverticular Disease ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000128-2,What causes What I need to know about Diverticular Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000128-4,What are the symptoms of What I need to know about Diverticular Disease ?,0.0,0.0,0.0,0.0,1.4285714285714284,0.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
