qid,question_text,mrr,precision_at_5,recall_at_5,ndcg,composite_score,1_scientific_consensus,2_inappropriate_content,3_missing_content,4_extent_harm,5_likelihood_harm,6_bias,7_empathy,8_grammaticality
0000128-5,Who is at risk for What I need to know about Diverticular Disease? ?,0.0,0.0,0.0,0.0,7.857142857142857,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
0000128-7,What are the treatments for What I need to know about Diverticular Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000128-11,What to do for What I need to know about Diverticular Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000060-1,What is (are) Prevent diabetes problems: Keep your nervous system healthy ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000060-3,What are the symptoms of Prevent diabetes problems: Keep your nervous system healthy ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000060-8,What are the treatments for Prevent diabetes problems: Keep your nervous system healthy ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000060-10,What to do for Prevent diabetes problems: Keep your nervous system healthy ?,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000070-1,What is (are) Causes of Diabetes ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000058-1,What is (are) Prevent diabetes problems: Keep your kidneys healthy ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000058-6,What are the symptoms of Prevent diabetes problems: Keep your kidneys healthy ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000058-9,What to do for Prevent diabetes problems: Keep your kidneys healthy ?,0.0,0.0,0.0,0.0,7.857142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000110-1,What is (are) Inguinal Hernia ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000110-3,What causes Inguinal Hernia ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000110-5,What are the symptoms of Inguinal Hernia ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000110-6,What are the complications of Inguinal Hernia ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000110-8,How to diagnose Inguinal Hernia ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000110-9,What are the treatments for Inguinal Hernia ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000110-10,How to prevent Inguinal Hernia ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000110-11,What to do for Inguinal Hernia ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000138-1,What is (are) Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000138-4,What causes Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000138-5,What are the symptoms of Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000138-6,What are the complications of Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000138-7,How to diagnose Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000138-8,What are the treatments for Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000138-9,What to do for Anemia in Chronic Kidney Disease ?,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000139-1,What is (are) Childhood Nephrotic Syndrome ?,1.0,1.0,1.0,2.9484591188793923,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000139-3,What causes Childhood Nephrotic Syndrome ?,1.0,0.8,1.0,2.4484591188793923,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000139-5,What are the symptoms of Childhood Nephrotic Syndrome ?,1.0,0.6,1.0,2.0616063116448506,7.857142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000139-6,What are the complications of Childhood Nephrotic Syndrome ?,0.5,0.8,1.0,1.9484591188793923,7.142857142857143,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0
0000139-9,How to prevent Childhood Nephrotic Syndrome ?,1.0,0.6,1.0,1.8868528072345416,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000139-10,What to do for Childhood Nephrotic Syndrome ?,1.0,0.8,1.0,2.4484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000111-1,What is (are) Intestinal Pseudo-obstruction ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000111-3,What causes Intestinal Pseudo-obstruction ?,0.5,0.2,1.0,0.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000111-4,What are the symptoms of Intestinal Pseudo-obstruction ?,0.5,0.2,1.0,0.6309297535714575,7.857142857142857,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
0000111-6,What are the treatments for Intestinal Pseudo-obstruction ?,1.0,0.2,1.0,1.0,2.8571428571428568,0.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000111-7,What to do for Intestinal Pseudo-obstruction ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000059-3,What is (are) Prevent diabetes problems: Keep your mouth healthy ?,1.0,0.2,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000098-1,What is (are) Dumping Syndrome ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000098-3,What causes Dumping Syndrome ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000098-5,What are the symptoms of Dumping Syndrome ?,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000098-6,How to diagnose Dumping Syndrome ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000098-7,What are the treatments for Dumping Syndrome ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000098-8,What to do for Dumping Syndrome ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000113-1,What is (are) Irritable Bowel Syndrome in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000113-3,How many people are affected by Irritable Bowel Syndrome in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000113-4,What are the symptoms of Irritable Bowel Syndrome in Children ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000113-5,What causes Irritable Bowel Syndrome in Children ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000113-7,What are the treatments for Irritable Bowel Syndrome in Children ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000107-1,What is (are) Gastroparesis ?,1.0,0.4,1.0,1.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000107-2,What causes Gastroparesis ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000107-3,What are the symptoms of Gastroparesis ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000107-5,What are the treatments for Gastroparesis ?,1.0,0.4,1.0,1.3868528072345416,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000099-1,What is (are) Fecal Incontinence ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000099-2,Who is at risk for Fecal Incontinence? ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000099-7,What are the treatments for Fecal Incontinence ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000080-1,What is (are) What I need to know about Preparing for Pregnancy if I Have Diabetes ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000080-7,What to do for What I need to know about Preparing for Pregnancy if I Have Diabetes ?,1.0,0.2,1.0,1.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000094-1,What is (are) Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000094-3,What causes Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000094-4,How many people are affected by Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000094-6,What are the symptoms of Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000094-7,What are the complications of Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,7.142857142857143,1.0,0.0,0.0,-2.0,-2.0,0.0,2.0,1.0
0000094-10,What are the treatments for Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000094-11,How to prevent Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000094-12,What to do for Cyclic Vomiting Syndrome ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000043-1,What is (are) I Can Lower My Risk for Type 2 Diabetes: A Guide for American Indians ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000043-2,What are the symptoms of I Can Lower My Risk for Type 2 Diabetes: A Guide for American Indians ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000043-4,Who is at risk for I Can Lower My Risk for Type 2 Diabetes: A Guide for American Indians? ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000057-1,What is (are) Prevent diabetes problems: Keep your heart and blood vessels healthy ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000057-4,How to prevent Prevent diabetes problems: Keep your heart and blood vessels healthy ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000057-7,What are the symptoms of Prevent diabetes problems: Keep your heart and blood vessels healthy ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000057-8,What causes Prevent diabetes problems: Keep your heart and blood vessels healthy ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000137-3,What are the treatments for Analgesic Nephropathy (Painkillers and the Kidneys) ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000123-1,What is (are) Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000123-2,What are the symptoms of Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000123-3,What are the complications of Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,3.5714285714285716,1.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000123-4,What causes Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000123-6,How to diagnose Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000123-7,What are the treatments for Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000123-8,What to do for Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000123-9,How to prevent Viral Gastroenteritis ?,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000122-1,What is (are) Ulcerative Colitis ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000122-3,What causes Ulcerative Colitis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000122-5,What are the symptoms of Ulcerative Colitis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000122-8,What to do for Ulcerative Colitis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000122-9,What are the complications of Ulcerative Colitis ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000136-1,What is (are) Amyloidosis and Kidney Disease ?,0.0,0.0,0.0,0.0,7.857142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000136-4,What are the symptoms of Amyloidosis and Kidney Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000136-6,How to diagnose Amyloidosis and Kidney Disease ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000136-8,What are the treatments for Amyloidosis and Kidney Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000136-10,What to do for Amyloidosis and Kidney Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000042-1,What is (are) Hypoglycemia ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000042-3,What are the symptoms of Hypoglycemia ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000042-5,What causes Hypoglycemia ?,1.0,1.0,1.0,2.9484591188793923,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000095-1,What are the symptoms of Dermatitis Herpetiformis: Skin Manifestation of Celiac Disease (For Health Care Professionals) ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000095-2,What causes Dermatitis Herpetiformis: Skin Manifestation of Celiac Disease (For Health Care Professionals) ?,1.0,0.2,1.0,1.0,7.857142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000095-3,How to diagnose Dermatitis Herpetiformis: Skin Manifestation of Celiac Disease (For Health Care Professionals) ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000095-4,What are the treatments for Dermatitis Herpetiformis: Skin Manifestation of Celiac Disease (For Health Care Professionals) ?,1.0,0.2,1.0,1.0,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000081-2,How to diagnose Your Diabetes Care Records ?,0.0,0.0,0.0,0.0,5.0,0.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,1.0
0000097-1,What is (are) Diverticular Disease ?,1.0,0.6,1.0,2.1309297535714578,2.8571428571428568,0.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,1.0
0000097-3,What causes Diverticular Disease ?,0.5,0.2,1.0,0.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000097-5,Who is at risk for Diverticular Disease? ?,0.3333333333333333,0.2,1.0,0.5,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000097-6,What are the symptoms of Diverticular Disease ?,0.5,0.2,1.0,0.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000083-1,What is (are) Abdominal Adhesions ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000083-3,What causes Abdominal Adhesions ?,0.0,0.0,0.0,0.0,7.857142857142857,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
0000083-4,Who is at risk for Abdominal Adhesions? ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000083-5,What are the symptoms of Abdominal Adhesions ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000083-6,What are the complications of Abdominal Adhesions ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000083-8,How to diagnose Abdominal Adhesions ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000083-9,What are the treatments for Abdominal Adhesions ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000083-10,How to prevent Abdominal Adhesions ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000083-11,What to do for Abdominal Adhesions ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000054-1,What is (are) Prevent diabetes problems: Keep your diabetes under control ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000054-9,What to do for Prevent diabetes problems: Keep your diabetes under control ?,0.0,0.0,0.0,0.0,9.285714285714286,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0
0000054-12,How to prevent Prevent diabetes problems: Keep your diabetes under control ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000054-14,How to diagnose Prevent diabetes problems: Keep your diabetes under control ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000108-1,What is (are) Hemorrhoids ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000108-2,What are the symptoms of Hemorrhoids ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000108-3,How many people are affected by Hemorrhoids ?,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000108-4,What causes Hemorrhoids ?,0.0,0.0,0.0,0.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000108-5,How to diagnose Hemorrhoids ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000108-6,What are the treatments for Hemorrhoids ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000108-8,What to do for Hemorrhoids ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000120-1,What is (are) Short Bowel Syndrome ?,1.0,0.2,1.0,1.0,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000120-4,What causes Short Bowel Syndrome ?,0.5,0.2,1.0,0.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000120-5,How many people are affected by Short Bowel Syndrome ?,0.5,0.2,1.0,0.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000120-6,What are the symptoms of Short Bowel Syndrome ?,0.3333333333333333,0.2,1.0,0.5,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000120-7,What are the complications of Short Bowel Syndrome ?,0.5,0.2,1.0,0.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000120-11,How to prevent Short Bowel Syndrome ?,0.5,0.2,1.0,0.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000120-13,What to do for Short Bowel Syndrome ?,1.0,0.2,1.0,1.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000134-1,What is (are) Zollinger-Ellison Syndrome ?,1.0,0.4,1.0,1.6309297535714575,8.571428571428571,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
0000134-3,What causes Zollinger-Ellison Syndrome ?,1.0,0.4,1.0,1.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000134-4,How many people are affected by Zollinger-Ellison Syndrome ?,1.0,0.4,1.0,1.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000134-5,What are the symptoms of Zollinger-Ellison Syndrome ?,1.0,0.4,1.0,1.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000134-8,What are the treatments for Zollinger-Ellison Syndrome ?,1.0,0.4,1.0,1.5,3.5714285714285716,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,1.0
0000134-9,What to do for Zollinger-Ellison Syndrome ?,1.0,0.4,1.0,1.6309297535714575,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000135-1,What is (are) Acquired Cystic Kidney Disease ?,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0000135-3,How many people are affected by Acquired Cystic Kidney Disease ?,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0
0000135-4,What causes Acquired Cystic Kidney Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000135-5,What are the symptoms of Acquired Cystic Kidney Disease ?,0.0,0.0,0.0,0.0,6.428571428571429,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0
0000135-6,What are the complications of Acquired Cystic Kidney Disease ?,0.0,0.0,0.0,0.0,7.142857142857143,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0
